Time	Air Flow	Lung Volume	Comp Ch 2
2.525	0.0393407	0.000108317	9.86342e-05
2.53	0.0392683	0.000108805	2.51341e-05
2.535	0.0391955	0.000108913	-4.47074e-05
2.54	0.0391266	0.000108675	-0.000110541
2.545	0.0390664	0.000108111	-0.00017258
2.55	0.0390149	0.000107238	-0.000231099
2.555	0.0389698	0.000106069	-0.000285846
2.56	0.0389293	0.000104626	-0.000336378
2.565	0.0388888	0.000102929	-0.000382332
2.57	0.0388476	0.000101001	-0.000423482
2.575	0.0388074	9.88665e-05	-0.000459804
2.58	0.0387677	9.65519e-05	-0.000491431
2.585	0.0387328	9.40802e-05	-0.000518388
2.59	0.0387111	9.14725e-05	-0.000540376
2.595	0.0387082	8.8752e-05	-0.000556745
2.6	0.038725	8.59466e-05	-0.000566764
2.605	0.0387546	8.30891e-05	-0.000569888
2.61	0.038789	8.02154e-05	-0.000565897
2.615	0.0388258	7.73622e-05	-0.000554861
2.62	0.0388626	7.45651e-05	-0.000537051
2.625	0.0388953	7.18584e-05	-0.000512881
2.63	0.0389196	6.92744e-05	-0.000482893
2.635	0.0389361	6.68426e-05	-0.000447789
2.64	0.0389449	6.45891e-05	-0.000408484
2.645	0.0389425	6.25361e-05	-0.000366148
2.65	0.0389339	6.06997e-05	-0.000322143
2.655	0.0389304	5.90885e-05	-0.000277877
2.66	0.0389414	5.7703e-05	-0.000234557
2.665	0.0389707	5.6537e-05	-0.000193063
2.67	0.0390178	5.55798e-05	-0.000153916
2.675	0.039076	5.48193e-05	-0.000117389
2.68	0.0391383	5.42416e-05	-8.35742e-05
2.685	0.0391997	5.38328e-05	-0.00124059
2.69	0.039256	5.35792e-05	-0.00239992
2.695	0.0393033	5.34678e-05	-0.00356125
2.7	0.0393414	2.0084e-08	-0.00234808
2.705	0.0393678	1.69265e-07	-0.00113711
2.71	0.0393812	4.33989e-07	7.11844e-05
2.715	0.0393852	8.00429e-07	8.81131e-05
2.72	0.0393844	1.25283e-06	0.0001015
2.725	0.0393818	1.77338e-06	0.00011101
2.73	0.0393799	2.34256e-06	0.000116434
2.735	0.0393776	2.93882e-06	0.000117784
2.74	0.0393733	3.54072e-06	0.000115242
2.745	0.0393684	4.12879e-06	0.000109026
2.75	0.0393599	4.68552e-06	9.92436e-05
2.755	0.0393452	5.19368e-06	8.58925e-05
2.76	0.0393243	5.63528e-06	6.89669e-05
2.765	0.0392943	5.99202e-06	4.85809e-05
2.77	0.0392553	6.24584e-06	2.53696e-05
2.775	0.0392094	6.38013e-06	2.2034e-07
2.78	0.0391632	6.38116e-06	-2.57885e-05
2.785	0.0391259	6.25349e-06	-5.2096e-05
2.79	0.0391023	5.99326e-06	-7.81047e-05
2.795	0.0390912	5.59989e-06	-0.000103147
2.8	0.0390913	5.07731e-06	-0.000126218
